Contig	SRR5004093_1_trimmed_bowtie_bt2-counts.txt	SRR5004090_1_trimmed_bowtie_bt2-counts.txt	SRR5004097_1_trimmed_bowtie_bt2-counts.txt	SRR5004082_1_trimmed_bowtie_bt2-counts.txt	SRR5004083_1_trimmed_bowtie_bt2-counts.txt	SRR5004094_1_trimmed_bowtie_bt2-counts.txt	SRR5004078_1_trimmed_bowtie_bt2-counts.txt	SRR5004096_1_trimmed_bowtie_bt2-counts.txt	SRR5004080_1_trimmed_bowtie_bt2-counts.txt	SRR5004095_1_trimmed_bowtie_bt2-counts.txt	SRR5004091_1_trimmed_bowtie_bt2-counts.txt	SRR5004085_1_trimmed_bowtie_bt2-counts.txt
contig#1040	3080	426	1921	604	174	2300	416	747	1732	393	2841	865
contig#10400	12	12	10	16	4	1	1	8	8	5	10	9
contig#10401	19	0	11	2	0	11	1	4	8	3	10	4
contig#10402	263	104	229	141	108	211	150	210	121	107	384	187
contig#10403	39	0	26	2	0	33	2	0	20	3	37	1
contig#10404	11	0	3	2	0	8	0	1	4	0	6	0
contig#10405	192	44	136	53	34	134	51	66	81	43	191	58
contig#10406	370	35	212	54	15	252	56	68	141	43	319	62
contig#10407	106	4	49	24	0	72	35	20	40	18	74	37
contig#10408	35	3	10	16	2	24	2	10	28	2	60	10
contig#10409	15	9	11	2	0	13	0	0	10	1	10	0
contig#1041	40	29	53	35	13	32	30	26	28	24	66	38
contig#10410	97	39	89	243	21	107	42	342	168	100	184	160
contig#10411	413	34	275	65	23	338	44	65	225	66	404	86
contig#10412	8	5	20	8	2	7	4	7	4	4	16	9
contig#10413	92	10	124	42	1	88	35	40	70	50	107	59
contig#10414	938	295	525	650	130	681	306	426	599	405	930	540
contig#10415	64	70	53	60	28	54	41	224	247	45	70	39
contig#10416	284	46	319	76	20	299	56	83	241	59	333	107
contig#10417	183	34	66	93	28	145	28	77	118	40	136	103
contig#10418	759	184	497	210	87	611	221	328	378	238	684	216
contig#10419	750	85	474	112	29	684	77	98	346	112	665	119
contig#1042	27	10	14	8	0	29	4	1	8	6	28	2
contig#10420	963	109	573	138	82	791	193	241	511	163	785	225
contig#10421	492	165	364	267	99	333	173	275	345	195	611	290
contig#10422	1487	263	954	475	89	1128	236	299	647	375	1220	396
contig#10423	2251	7	49	111	19	1507	486	57	243	357	146	135
contig#10424	484	54	352	110	20	329	86	110	276	49	437	136
contig#10425	1095	15	132	55	8	1357	132	37	228	112	219	49
contig#10426	76	42	25	111	25	54	81	74	43	72	66	105
contig#10427	926	88	830	91	13	904	28	99	572	52	1303	163
contig#10428	211	158	199	297	52	193	121	267	214	240	300	347
contig#10429	434	93	279	142	51	308	119	207	223	134	475	167
contig#1043	528	29	342	45	21	379	40	65	333	53	447	107
contig#10430	203	126	203	112	158	192	187	278	182	156	346	134
contig#10431	456	113	474	186	89	523	142	381	282	169	670	191
contig#10432	534	56	423	118	20	493	59	100	287	77	573	122
contig#10433	230	121	158	155	67	174	117	240	109	114	313	205
contig#10434	170	14	142	7	1	210	4	6	185	4	153	4
contig#10435	83	20	67	33	20	62	20	36	38	22	89	22
contig#10436	82	11	56	11	2	108	8	11	76	17	67	24
contig#10437	16	2	4	4	2	4	7	1	7	6	8	4
contig#10438	171	94	183	170	58	136	85	219	121	119	280	217
contig#10439	30	3	16	0	0	60	0	2	19	1	23	7
contig#1044	32	0	3	2	0	24	1	3	6	3	3	0
contig#10440	187	23	170	24	12	195	23	38	117	22	188	44
contig#10441	319	110	357	248	62	347	92	236	218	133	410	250
contig#10442	674	58	474	120	21	599	73	117	313	124	562	111
contig#10443	255	59	201	73	21	171	76	121	95	65	332	108
contig#10444	743	10	285	29	4	362	11	20	342	5	570	40
contig#10445	475	53	346	91	16	391	83	95	267	97	436	78
contig#10446	734	42	250	101	48	482	176	155	208	200	452	93
contig#10447	809	38	507	78	16	758	48	78	411	69	621	75
contig#10448	359	41	223	73	29	254	75	97	159	70	352	116
contig#10449	1145	245	817	332	101	825	231	400	650	182	1348	435
contig#1045	17656	1350	10544	1801	1842	15740	3030	3103	7632	3321	15919	2495
contig#10450	219	8	242	7	15	170	34	42	133	87	100	27
contig#10451	872	2812	945	2592	3061	702	1020	2214	1295	4788	1137	1049
contig#10452	125	46	71	85	20	70	53	77	64	51	97	110
contig#10453	86	15	66	23	6	66	15	32	47	19	75	24
contig#10454	46	29	21	35	12	18	33	24	21	30	38	54
contig#10455	764	62	420	85	22	501	104	102	273	100	668	110
contig#10456	680	49	438	62	13	560	40	60	284	53	598	104
contig#10457	777	125	582	188	73	534	170	212	360	159	714	180
contig#10458	658	64	319	106	24	423	130	89	284	141	466	115
contig#10459	238	46	204	49	11	269	80	62	240	73	331	33
contig#1046	23009	1089	6063	3224	748	9239	4353	4049	12323	1582	15671	5451
contig#10460	253	27	137	48	17	205	59	32	155	51	168	30
contig#10461	540	127	465	180	63	452	150	374	302	198	755	245
contig#10462	34915	177477	39620	182938	228678	26062	112460	191989	50748	166588	48457	144605
contig#10463	353	8	223	11	1	257	10	9	123	14	230	25
contig#10464	158	22	170	56	15	102	39	92	95	61	206	102
contig#10465	3515	39	252	120	62	1303	408	116	874	176	1515	399
contig#10466	269	44	139	75	22	199	54	117	113	71	226	92
contig#10467	8	1	4	21	2	4	14	5	12	8	7	14
contig#10468	2294	13	693	73	26	1654	215	52	414	268	1029	64
contig#10469	2	4	2	18	4	1	1	3	7	2	4	7
contig#1047	26	3	17	3	2	31	1	5	14	5	21	1
contig#10470	1	15	5	49	8	1	7	14	8	4	3	23
contig#10471	760	94	485	189	42	669	148	168	406	176	724	240
contig#10472	79	76	62	87	29	67	81	110	53	66	105	76
contig#10473	410	60	323	83	42	333	68	113	183	77	362	67
contig#10474	31	8	17	12	3	39	6	13	24	9	33	8
contig#10475	216	74	161	125	38	158	95	135	162	153	215	137
contig#10476	72	0	51	8	0	85	3	4	33	4	42	0
contig#10477	142	40	110	62	11	69	34	57	110	54	135	68
contig#10478	114	46	34	54	16	45	69	127	89	43	92	90
contig#10479	768	113	552	108	73	526	167	234	391	152	751	245
contig#1048	2569	278	1278	530	244	1711	514	490	1532	848	1881	416
contig#10480	232	11	192	17	9	271	10	27	128	42	160	15
contig#10481	116	19	75	29	6	92	27	47	53	28	116	38
contig#10482	436	175	479	205	100	305	194	316	197	218	502	209
contig#10483	639	127	600	89	22	366	37	175	439	109	511	246
contig#10484	240	121	209	130	52	216	87	212	153	109	350	209
contig#10485	1561	186	1077	210	103	903	327	328	706	259	1598	320
contig#10486	817	137	460	272	75	648	119	276	413	221	755	311
contig#10487	414	101	273	125	65	299	106	166	163	98	452	178
contig#10488	124	13	34	40	14	68	20	36	18	35	41	21
contig#10489	79	55	104	45	37	75	28	76	70	40	144	59
contig#1049	907	154	524	233	60	699	187	250	484	166	934	319
contig#10490	201	42	84	51	57	80	103	137	60	104	176	96
contig#10491	103	9	44	16	3	60	29	4	46	58	77	5
contig#10492	193	59	151	41	26	130	35	81	104	51	177	90
contig#10493	598	104	375	184	71	438	134	201	243	164	601	169
contig#10494	566	98	411	89	74	452	110	168	285	94	573	143
contig#10495	295	135	176	147	22	289	210	108	230	180	342	165
contig#10496	1111	24	363	31	16	991	74	18	435	72	552	45
contig#10497	1105	222	997	373	127	817	295	513	593	358	1300	463
contig#10498	601	86	436	186	40	563	107	137	309	98	557	160
contig#105	1236	87	762	126	24	881	112	123	632	102	1124	206
contig#1050	169	22	75	67	13	78	64	66	81	44	131	86
contig#10500	26	9	14	4	0	44	16	15	41	20	65	9
contig#10501	1089	165	751	275	84	787	281	363	544	301	1157	356
contig#10502	158	45	191	55	13	129	60	53	76	59	172	69
contig#10503	746	21	245	27	3	419	22	26	263	21	180	18
contig#10504	595	13	43	56	27	497	132	30	186	106	98	102
contig#10505	1086	95	657	184	130	769	216	237	350	273	916	199
contig#10506	333	4	24	24	4	127	169	14	185	70	69	81
contig#10507	120	5	65	47	52	39	30	54	27	138	26	39
contig#10508	12	4	23	4	0	14	3	3	26	8	23	8
contig#10509	338	56	227	74	275	212	319	339	108	299	383	62
contig#1051	3552	554	2477	734	399	2996	730	989	2233	732	3077	874
contig#10510	2688	30	334	263	107	862	352	194	733	126	1625	537
contig#10511	366	27	226	23	23	278	31	34	124	43	287	49
contig#10512	32	7	14	21	2	19	12	18	16	13	29	42
contig#10513	341	95	203	84	22	269	64	110	180	89	352	120
contig#10514	157	15	118	35	4	130	25	38	97	45	151	29
contig#10515	45	14	37	30	8	35	26	45	26	41	55	41
contig#10516	15	5	8	11	6	4	9	18	10	5	22	19
contig#10517	785	285	800	656	94	701	404	519	463	435	1081	669
contig#10518	284	73	224	114	37	204	99	100	207	63	298	104
contig#10519	910	65	409	47	8	558	37	78	430	27	729	114
contig#1052	7151	954	5251	1073	516	5135	1594	1832	3545	1545	8090	1473
contig#10520	51	5	48	22	1	26	11	18	100	2	37	25
contig#10521	709	99	446	151	68	504	133	203	280	136	622	207
contig#10522	8	0	11	0	2	13	1	0	5	0	6	1
contig#10523	19	3	18	0	1	35	1	3	14	0	12	0
contig#10524	1253	559	898	615	440	807	745	1053	592	658	1450	801
contig#10525	400	279	154	364	59	267	201	493	279	186	422	628
contig#10526	11	1	9	2	1	8	3	1	4	4	16	6
contig#10527	493	36	245	77	5	228	34	72	317	26	396	128
contig#10528	1291	229	964	248	126	1047	231	420	557	210	1447	390
contig#10529	188	94	245	101	32	210	57	193	150	93	331	155
contig#1053	549	46	175	424	107	269	278	393	485	134	600	460
contig#10530	24	7	16	14	23	8	23	18	23	21	26	10
contig#10531	86	2	33	1	0	61	0	3	35	1	43	0
contig#10532	16	1	6	0	0	2	2	1	8	1	7	2
contig#10533	136	41	163	50	15	229	30	44	202	40	206	65
contig#10534	118	56	113	103	43	174	50	86	108	64	189	99
contig#10535	38	3	55	0	0	33	7	0	18	0	39	2
contig#10536	145	18	33	58	17	85	76	82	87	59	94	109
contig#10537	45	4	19	1	0	30	6	1	50	7	30	0
contig#10538	230	61	216	73	27	215	98	98	123	84	233	68
contig#10539	527	80	351	91	63	353	87	132	247	85	534	123
contig#1054	1314	114	594	360	50	575	222	357	722	80	1089	454
contig#10540	629	99	506	116	36	662	89	148	329	118	584	163
contig#10541	265	35	214	52	35	188	75	72	165	72	312	81
contig#10542	70	15	69	41	13	67	27	44	70	32	109	32
contig#10543	466	49	396	62	36	251	105	81	175	121	534	102
contig#10544	96	6	32	33	5	38	8	26	59	5	69	30
contig#10545	221	10	70	9	0	144	13	6	89	16	160	18
contig#10546	129	23	72	7	2	95	9	4	73	30	100	4
contig#10547	955	195	643	334	75	856	192	317	607	248	973	414
contig#10548	1346	225	914	243	147	949	313	416	598	296	1379	431
contig#10549	17	0	1	0	0	15	0	0	3	1	2	0
contig#1055	1689	93	1160	200	51	1370	195	154	753	193	1487	178
contig#10550	195	22	130	28	3	210	50	18	137	47	210	50
contig#10551	127	15	114	10	6	100	12	9	60	10	120	14
contig#10552	62	1	48	3	2	63	12	4	74	3	111	0
contig#10553	129	25	137	25	12	213	32	32	102	17	186	17
contig#10554	125	33	153	97	20	228	58	523	248	26	87	466
contig#10555	165	75	119	95	35	120	106	132	116	140	194	173
contig#10556	24	4	11	1	0	18	0	3	11	1	20	2
contig#10557	289	37	283	59	25	287	55	88	180	73	351	87
contig#10558	26	29	44	42	11	32	15	42	50	10	38	43
contig#10559	372	85	484	136	31	402	102	214	250	166	550	176
contig#1056	175	56	99	37	2	91	6	0	117	11	53	5
contig#10560	1534	247	767	280	134	1058	233	376	1032	212	1629	328
contig#10561	16	2	10	3	2	11	3	0	13	7	20	4
contig#10562	92	13	37	8	3	59	17	10	33	23	67	10
contig#10563	16	1	3	1	0	8	1	0	16	1	2	1
contig#10564	271	2	63	1	7	70	12	11	50	6	138	10
contig#10565	47	31	32	19	10	27	12	16	77	18	65	24
contig#10566	65	6	35	9	1	82	0	0	43	2	48	1
contig#10567	186	16	137	23	37	118	74	70	46	78	171	19
contig#10568	513	74	345	109	33	309	95	96	267	102	396	91
contig#10569	677	83	448	149	94	450	176	204	224	192	704	188
contig#1057	4261	668	3173	755	281	3725	838	1178	2931	881	4433	1190
contig#10570	809	29	346	107	51	453	178	108	323	243	631	180
contig#10571	80	13	77	16	13	74	23	25	37	19	100	22
contig#10572	42	1	16	1	3	35	8	5	21	1	4	2
contig#10573	118	1	71	14	4	75	21	16	56	16	97	14
contig#10574	172	22	71	31	20	74	43	58	65	51	199	54
contig#10575	100	12	75	19	9	75	29	52	45	37	94	36
contig#10576	214	9	98	11	0	163	9	6	72	10	121	8
contig#10577	413	82	353	105	25	366	83	121	271	107	494	127
contig#10578	251	11	194	9	4	300	14	16	115	5	176	9
contig#10579	45	29	71	38	10	39	15	22	36	24	65	23
contig#1058	1600	488	985	570	220	1332	494	765	954	487	1680	766
contig#10580	344	140	607	92	136	726	272	232	274	207	793	142
contig#10581	1789	3	499	42	29	1262	230	38	257	455	1153	8
contig#10582	63	6	53	2	2	52	7	9	29	6	63	11
contig#10583	40	29	22	52	17	29	25	35	33	20	51	44
contig#10584	89	5	55	7	1	90	8	9	46	16	67	8
contig#10585	198	36	40	40	10	225	160	108	82	141	63	36
contig#10586	346	12	206	13	6	306	21	18	136	25	213	10
contig#10587	8	0	8	0	0	12	1	1	2	0	4	1
contig#10588	306	69	309	112	49	290	59	102	179	57	435	132
contig#10589	112	158	108	61	0	99	3	14	252	7	107	20
contig#1059	2483	253	1401	271	75	2071	388	402	1283	294	2081	498
contig#10590	1616	273	1216	349	189	1310	375	558	846	329	1860	433
contig#10591	411	68	279	83	30	400	93	114	270	87	397	72
contig#10592	676	68	444	93	27	547	65	101	379	100	609	176
contig#10593	950	19	573	48	19	706	47	37	300	79	812	31
contig#10594	225	50	169	59	17	157	37	76	125	43	197	121
contig#10595	16	3	8	14	4	10	7	10	14	8	18	17
contig#10596	869	30	730	68	26	1197	73	164	434	146	638	60
contig#10597	352	168	305	403	188	313	185	289	766	109	378	191
contig#10598	109	8	44	9	0	93	3	5	44	7	55	2
contig#10599	419	16	180	44	18	273	66	35	66	113	325	29
contig#106	485	57	268	98	46	336	117	155	201	110	409	107
contig#1060	4542	365	2899	487	331	3070	822	927	1546	724	4411	749
contig#10600	127	9	65	11	4	92	27	24	31	29	81	11
contig#10601	666	125	142	164	8	493	31	35	485	69	178	50
contig#10602	49	4	47	14	2	43	8	13	29	10	64	18
contig#10603	877	127	641	186	60	689	147	281	384	146	974	285
contig#10604	24	9	9	10	16	20	31	24	20	22	22	19
contig#10605	1792	115	1259	137	128	1262	364	276	818	377	2045	273
contig#10606	252	69	219	57	18	221	54	114	137	54	302	94
contig#10607	1013	97	906	171	59	917	181	187	543	207	1022	162
contig#10608	3	8	4	2	0	8	8	1	6	10	15	6
contig#10609	95	3	9	4	0	67	21	12	15	13	6	18
contig#1061	542	131	440	234	54	468	133	350	434	114	626	468
contig#10610	185	51	62	91	2	114	11	12	159	11	50	32
contig#10611	216	28	148	34	7	159	37	47	139	59	279	44
contig#10612	124	14	81	24	3	85	47	68	88	13	138	56
contig#10613	83	12	52	12	4	83	7	18	40	10	88	23
contig#10614	150	16	113	18	12	129	20	27	73	27	158	22
contig#10615	110	22	92	50	7	89	48	65	83	67	92	65
contig#10616	536	43	384	60	7	652	35	59	278	51	467	96
contig#10617	20	3	12	4	0	17	5	4	10	3	24	1
contig#10618	1207	160	714	232	142	1091	184	192	675	234	987	270
contig#10619	293	10	148	21	10	167	25	14	120	25	180	19
contig#1062	1056	137	1214	141	35	1235	70	216	733	155	1512	187
contig#10620	1826	115	925	163	38	1288	200	189	549	180	1448	200
contig#10621	86	14	106	19	3	89	13	31	71	14	90	17
contig#10622	64	12	42	8	0	68	4	8	55	10	58	13
contig#10623	23	1	8	3	0	16	2	0	13	1	22	5
contig#10624	88	10	40	18	5	45	25	19	29	14	38	25
contig#10625	75	2	1	44	0	189	182	6	42	120	2	37
contig#10626	426	113	269	205	69	263	185	301	212	157	460	232
contig#10627	253	52	182	101	18	159	71	122	140	60	280	101
contig#10628	589	112	296	248	31	354	162	158	373	222	418	186
contig#10629	82	7	61	11	2	56	6	11	36	7	67	12
contig#1063	31	0	11	2	0	34	2	3	21	2	19	6
contig#10630	2753	115	1569	160	80	2306	256	171	1147	239	2204	218
contig#10631	76	17	65	13	7	66	10	25	38	13	80	8
contig#10632	390	3	213	41	10	218	22	37	115	12	264	36
contig#10633	179	2	84	7	5	110	8	10	22	13	163	1
contig#10634	621	73	653	113	47	574	116	190	433	104	897	156
contig#10635	10	2	9	11	2	9	8	8	9	9	25	7
contig#10636	1647	81	96	151	59	1585	98	140	93	242	138	116
contig#10637	500	161	422	106	43	396	71	134	263	97	508	133
contig#10638	131	11	108	19	5	113	13	17	73	13	136	21
contig#10639	730	32	547	84	34	558	56	79	269	99	587	111
contig#1064	95	67	72	51	10	52	53	66	70	30	149	101
contig#10640	756	20	311	48	20	848	51	56	356	66	463	51
contig#10641	258	76	197	246	31	106	71	344	382	69	199	306
contig#10642	312	163	517	184	53	164	100	195	301	68	1035	490
contig#10643	33888	25	14	488	60	21257	4946	314	604	10520	370	171
contig#10644	502	153	424	199	47	495	92	198	298	136	534	179
contig#10645	110	72	123	34	13	89	17	56	62	37	188	54
contig#10646	330	132	256	180	40	261	78	255	261	118	376	223
contig#10647	469	122	293	244	77	366	152	273	336	216	447	334
contig#10648	120	11	79	21	1	122	7	15	65	28	157	24
contig#10649	755	58	145	86	69	274	153	121	298	97	575	226
contig#1065	108	13	86	8	3	103	13	15	44	25	110	8
contig#10650	970	159	615	220	74	714	211	229	449	229	915	233
contig#10651	727	144	530	159	73	763	155	204	395	166	793	218
contig#10652	65	3	20	4	0	49	1	5	20	3	36	2
contig#10653	7	18	0	0	0	52	5	0	52	1	0	0
contig#10654	692	40	186	99	17	377	78	81	350	74	409	79
contig#10655	112	8	90	6	8	108	13	25	57	38	89	27
contig#10656	71	16	42	24	12	46	23	46	40	31	74	52
contig#10657	60	0	7	62	3	93	180	7	82	156	10	31
contig#10658	435	22	200	42	24	224	55	36	101	78	398	49
contig#10659	914	46	411	70	28	569	114	58	388	87	711	88
contig#1066	2077	162	707	256	47	1239	933	359	586	261	1035	377
contig#10660	51	10	56	36	16	41	12	26	49	17	83	28
contig#10661	282	73	218	131	34	245	77	156	194	113	322	152
contig#10662	220	99	219	48	223	227	296	356	291	210	436	56
contig#10663	13	16	20	19	0	9	12	15	18	10	25	24
contig#10664	39	2	1	4	1	11	2	17	10	9	16	15
contig#10665	357	104	332	115	64	294	131	184	238	119	488	119
contig#10666	917	168	595	291	64	660	184	289	482	246	846	361
contig#10667	1231	59	742	107	27	796	110	120	590	62	1054	148
contig#10668	782	36	453	75	4	655	26	35	360	47	711	73
contig#10669	209	276	255	241	88	125	82	310	213	133	286	327
contig#1067	1211	135	884	160	83	1169	198	232	561	158	1200	224
contig#10670	31	14	28	5	3	24	4	8	42	5	27	6
contig#10671	37	8	30	9	1	25	2	11	30	12	48	6
contig#10672	329	46	279	39	15	339	80	79	252	149	500	101
contig#10673	1143	148	451	217	79	834	270	256	577	237	768	272
contig#10674	66	12	25	6	5	31	12	12	20	13	46	10
contig#10675	937	109	628	162	71	735	191	218	456	223	754	197
contig#10676	150	77	202	109	36	161	62	166	116	83	272	133
contig#10677	35	31	100	19	2	81	10	16	67	22	76	18
contig#10678	31	5	21	4	0	33	4	4	17	7	21	8
contig#10679	924	244	655	304	111	666	300	434	513	292	1039	394
contig#1068	135	23	61	21	4	66	11	20	188	20	154	53
contig#10680	30	1	25	1	3	29	2	7	11	2	29	1
contig#10681	23	12	33	14	3	23	9	30	21	9	43	25
contig#10682	12	0	1	0	0	6	0	1	0	1	5	2
contig#10683	338	76	269	78	48	298	58	111	155	73	340	110
contig#10684	263	55	191	52	30	210	65	71	149	57	267	51
contig#10685	25	29	40	18	7	26	6	16	13	15	22	9
contig#10686	191	27	147	26	5	139	63	58	86	43	181	34
contig#10687	67	7	27	16	1	56	5	3	20	10	42	3
contig#10688	269	34	148	51	49	113	119	156	153	160	198	62
contig#10689	12	3	9	5	1	9	7	11	13	6	14	17
contig#1069	3760	253	1273	334	174	1630	498	460	1637	424	1988	415
contig#10690	21	8	12	9	5	12	19	14	14	6	18	26
contig#10691	606	420	409	286	266	479	115	208	323	305	523	310
contig#10692	1730	295	711	227	11	1049	148	63	803	126	663	144
contig#10693	1196	138	940	212	103	1136	160	296	709	251	1143	312
contig#10694	357	18	200	71	11	158	85	44	163	52	278	34
contig#10695	625	62	216	126	80	514	331	333	226	300	333	263
contig#10696	60	45	57	65	19	37	38	70	46	33	79	81
contig#10697	195	16	154	8	132	120	246	194	208	191	240	8
contig#10698	152	39	115	24	12	231	33	38	192	38	179	19
contig#10699	580	142	545	183	39	441	132	249	462	111	451	207
contig#107	27535	2117	16842	2562	1100	24451	3691	3270	11836	3771	25530	3770
contig#1070	615	84	365	106	30	621	134	121	282	150	419	111
contig#10700	50	18	65	19	1	60	8	19	64	21	102	18
contig#10701	105	3	73	1	3	70	11	14	46	8	94	8
contig#10702	725	49	551	79	15	485	80	104	264	101	621	109
contig#10703	99	52	197	140	20	101	51	136	63	66	233	105
contig#10704	203	6	70	10	0	92	0	1	96	0	72	3
contig#10705	562	150	335	243	54	428	119	247	292	165	531	252
contig#10706	666	117	360	178	33	460	145	226	426	117	600	256
contig#10707	445	13	180	205	118	156	71	138	284	47	427	228
contig#10708	262	114	261	243	53	173	93	268	168	138	334	254
contig#10709	181	55	158	104	27	131	52	131	99	75	221	105
contig#1071	324	10	185	26	6	248	37	44	129	27	220	34
contig#10710	204	31	164	47	15	145	33	62	91	33	189	24
contig#10711	79	27	32	10	3	47	10	8	137	10	60	18
contig#10712	240	16	88	26	5	178	12	21	136	9	186	42
contig#10713	893	230	420	405	121	580	281	428	479	444	682	395
contig#10714	77	4	44	10	3	79	2	5	32	10	52	5
contig#10715	547	47	168	119	83	329	276	193	140	379	426	193
contig#10716	192	771	184	1506	881	190	565	1013	325	1089	260	956
contig#10717	94	37	62	21	22	59	22	40	96	27	89	31
contig#10718	84	21	50	32	9	39	23	33	85	21	78	44
contig#10719	553	48	401	61	26	579	62	79	311	71	578	90
contig#1072	57	4	164	6	80	185	191	84	127	100	250	11
contig#10720	821	145	526	273	57	712	207	307	574	241	690	292
contig#10721	926	78	692	76	50	813	103	134	427	115	823	120
contig#10722	605	64	406	125	37	479	98	129	295	101	597	159
contig#10723	352	25	182	34	17	301	25	34	209	33	230	30
contig#10724	270	96	164	124	46	214	92	127	133	70	258	164
contig#10725	903	48	681	75	24	838	54	70	408	84	865	113
contig#10726	67	11	34	25	6	39	17	14	37	12	58	29
contig#10727	1335	203	1564	194	298	1087	508	565	328	485	1945	220
contig#10728	26	10	20	11	0	14	13	19	24	18	35	13
contig#10729	274	13	136	13	12	253	19	30	179	22	253	56
contig#1073	733	114	568	148	48	553	126	165	446	136	589	193
contig#10730	913	138	637	226	63	740	182	249	493	217	1026	253
contig#10731	1007	133	608	193	36	866	134	183	493	182	919	245
contig#10732	113	125	156	212	63	71	110	220	98	102	227	233
contig#10733	387	104	348	28	6	344	75	2	143	60	134	13
contig#10734	694	126	489	183	67	542	161	198	367	149	669	229
contig#10735	500	20	174	65	24	289	112	95	177	82	332	85
contig#10736	521	31	317	64	12	448	51	67	213	54	470	104
contig#10737	4	0	13	1	4	11	0	3	8	2	3	5
contig#10738	2196	22	627	65	17	1381	247	43	419	225	823	94
contig#10739	39	0	14	2	0	7	1	0	22	1	8	14
contig#1074	143	34	92	96	34	91	75	85	77	85	159	56
contig#10740	659	59	380	107	19	516	59	87	322	66	479	117
contig#10741	26	22	27	23	5	25	16	16	15	21	55	17
contig#10742	419	90	350	189	30	324	98	159	198	104	425	233
contig#10743	371	42	265	44	9	365	31	31	196	55	283	26
contig#10744	345	12	30	25	15	132	151	30	96	54	202	64
contig#10745	963	65	612	97	29	702	107	117	398	94	1004	169
contig#10746	1211	199	1227	487	99	934	268	589	539	428	1301	616
contig#10747	42	22	54	45	19	30	18	75	40	27	48	11
contig#10748	216	9	102	12	0	123	6	7	113	8	126	11
contig#10749	61	6	45	11	4	39	7	5	41	10	39	7
contig#1075	3493	248	2552	447	96	3021	314	518	1839	274	3432	750
