Contig	SRR5004082_1_trimmed.fq.gz.sam_counts.txt	SRR5004093_1_trimmed.fq.gz.sam_counts.txt	SRR5004080_1_trimmed.fq.gz.sam_counts.txt	SRR5004085_1_trimmed.fq.gz.sam_counts.txt	SRR5004091_1_trimmed.fq.gz.sam_counts.txt	SRR5004078_1_trimmed.fq.gz.sam_counts.txt	SRR5004096_1_trimmed.fq.gz.sam_counts.txt	SRR5004097_1_trimmed.fq.gz.sam_counts.txt	SRR5004095_1_trimmed.fq.gz.sam_counts.txt	SRR5004083_1_trimmed.fq.gz.sam_counts.txt	SRR5004090_1_trimmed.fq.gz.sam_counts.txt	SRR5004094_1_trimmed.fq.gz.sam_counts.txt
contig#30242	1	26	12	5	23	4	3	14	1	0	1	33
contig#30243	34	121	102	46	145	23	32	58	14	12	18	66
contig#30246	53	102	61	68	93	49	38	51	44	12	21	66
contig#30247	7	28	9	4	14	26	12	4	22	0	7	8
contig#30248	12	53	22	10	61	7	8	50	16	1	9	37
contig#30249	20	288	80	6	273	30	22	170	52	16	9	160
contig#3025	4	69	48	6	77	8	6	50	9	0	6	67
contig#30250	10	34	41	5	25	4	5	47	9	5	13	15
contig#30251	26	28	34	59	37	23	37	18	13	7	19	12
contig#30252	82	201	114	139	229	62	112	145	82	41	53	147
contig#30253	2	29	23	5	28	10	3	14	9	4	2	27
contig#30254	1	10	3	3	10	2	7	8	0	0	3	10
contig#30255	5	1	7	0	2	1	1	1	0	1	0	1
contig#30256	1	3	1	0	4	3	4	3	2	0	1	10
contig#30257	6	10	32	0	2	0	1	8	1	0	2	4
contig#30258	91	1332	32	18	9	227	5	9	193	1	3	1274
contig#30259	38	14	8	24	47	22	39	37	62	38	24	8
contig#3026	112	604	362	109	345	34	67	224	106	7	68	648
contig#30260	18	157	77	30	167	16	15	114	13	11	17	131
contig#30261	1	17	4	14	15	1	1	4	2	1	0	14
contig#30262	12	179	36	6	45	8	20	70	27	4	8	109
contig#30264	5	6	3	16	7	2	3	1	0	0	1	4
contig#30265	55	82	47	12	48	25	86	68	43	25	1	59
contig#30267	32	164	99	59	173	60	87	133	50	24	29	161
contig#30268	23	56	19	28	56	26	14	41	14	3	12	48
contig#30269	3	46	28	9	24	3	5	38	3	1	3	44
contig#3027	719	3242	1792	836	3091	460	736	2373	445	227	452	2434
contig#30270	2	42	55	1	24	4	4	19	3	1	0	23
contig#30271	28	21	20	29	33	12	19	15	17	6	14	17
contig#30272	45	86	59	67	77	49	46	16	31	16	16	30
contig#30273	3	16	4	1	17	0	4	6	5	0	0	13
contig#30274	6	62	34	6	76	13	2	30	8	3	1	92
contig#30277	7	10	10	4	2	3	4	1	6	2	0	5
contig#30278	2	19	13	0	6	1	0	6	0	0	0	11
contig#30279	21	69	30	18	49	14	22	43	24	5	11	44
contig#3028	51	62	57	32	49	37	41	61	61	4	9	36
contig#30280	17	113	19	13	124	24	15	65	25	3	2	81
contig#30281	12	75	22	7	52	4	7	38	7	5	3	42
contig#30284	5	13	10	7	16	7	10	6	7	3	3	7
contig#30286	15	67	36	18	66	12	11	74	9	1	9	39
contig#30287	2	35	18	4	21	6	6	17	1	0	0	18
contig#30288	2	8	3	2	7	0	0	8	4	0	0	6
contig#30289	25	58	25	34	46	21	38	38	27	5	17	40
contig#3029	59	807	377	101	858	669	683	623	471	428	116	532
contig#30290	60	18	27	67	42	24	50	26	19	18	26	13
contig#30291	2	29	17	5	20	8	5	23	0	2	2	27
contig#30292	19	31	25	8	19	4	9	10	5	3	10	25
contig#30293	1	18	7	1	10	2	3	10	0	0	1	14
contig#30294	7	79	31	8	46	5	3	38	4	1	1	54
contig#30295	3	53	17	19	36	27	12	15	13	4	6	58
contig#30296	24	10	7	21	29	12	21	28	21	16	9	9
contig#30297	15	52	12	10	44	8	6	22	6	5	10	31
contig#30298	3	9	6	2	2	1	2	13	1	0	3	9
contig#303	424	3061	839	845	1697	1556	297	273	413	171	40	1310
contig#3030	16	173	115	26	158	15	14	77	35	17	9	141
contig#30300	1	44	17	13	36	20	6	23	13	3	6	29
contig#30302	4	29	22	2	27	3	5	31	1	1	4	78
contig#30303	1	33	8	6	29	2	1	25	0	0	0	22
contig#30304	7	22	25	4	11	5	4	27	1	1	1	10
contig#30305	26	6	4	23	11	3	5	2	7	2	11	4
contig#30307	4	124	11	9	92	16	1	1	6	3	1	52
contig#30308	4	19	8	3	30	4	3	20	8	2	4	23
contig#30309	71	97	67	58	144	34	63	119	39	11	26	112
contig#3031	47	200	89	52	193	25	42	188	41	4	29	183
contig#30310	6	5	13	6	12	4	27	25	3	1	11	9
contig#30311	2	8	5	5	5	3	6	4	4	0	0	1
contig#30312	4	10	7	4	4	1	1	5	0	0	0	6
contig#30313	1	45	35	7	47	4	6	59	5	4	3	51
contig#30314	5	60	36	6	43	12	5	23	6	2	2	59
contig#30315	31	117	49	66	227	37	58	201	61	27	32	91
contig#30316	22	67	35	9	64	8	12	47	13	4	2	54
contig#30318	2	7	3	0	4	0	3	5	0	0	0	3
contig#30319	24	24	20	27	45	20	27	27	20	7	13	25
contig#3032	272	1269	890	321	1322	171	290	1027	217	45	197	1404
contig#30320	1	104	35	15	63	6	2	13	6	2	3	42
contig#30321	26	42	29	54	60	18	39	84	40	12	13	32
contig#30322	25	28	27	39	53	9	22	60	10	7	12	29
contig#30325	3	3	5	7	7	2	3	10	4	1	4	4
contig#30326	2	70	15	7	58	3	2	32	10	3	5	33
contig#30327	9	42	14	6	28	18	2	16	11	2	10	15
contig#30328	4	6	9	11	15	3	12	6	5	4	6	6
contig#3033	36	140	75	73	150	46	70	72	62	27	39	106
contig#30330	19	4	2	16	16	9	20	9	10	30	8	3
contig#30331	65	36	19	67	36	22	51	33	26	21	52	21
contig#30332	22	4	15	7	3	2	4	5	0	0	1	4
contig#30333	5	110	29	3	78	6	13	62	11	4	12	84
contig#30335	13	18	8	15	17	3	16	15	10	3	7	5
contig#30336	18	100	28	19	69	11	23	26	8	7	9	36
contig#30337	49	87	23	70	96	40	57	46	17	6	17	44
contig#30338	10	11	7	9	11	7	15	10	10	2	6	3
contig#30339	6	37	14	6	37	3	12	13	7	1	9	25
contig#3034	1582	2561	3065	1999	3754	1628	3356	3789	2304	299	811	1817
contig#30340	2	5	3	0	8	0	0	5	3	0	0	6
contig#30342	17	19	50	20	17	8	5	11	6	2	47	31
contig#30344	12	35	23	6	39	6	14	28	13	8	8	39
contig#30345	4	10	5	7	20	2	8	14	4	3	2	4
contig#30348	2	23	65	15	7	4	5	10	1	1	1	33
contig#3035	360	2766	1487	674	2533	418	387	1395	255	90	222	1861
contig#30350	20	34	16	42	54	22	32	31	21	6	16	39
contig#30351	5	22	8	10	33	1	4	16	1	2	14	13
contig#30352	12	117	46	25	81	43	31	58	52	3	6	33
contig#30353	9	15	21	27	18	2	1	6	8	0	9	10
contig#30354	93	102	97	78	174	23	98	114	75	23	86	109
contig#30356	13	103	33	12	55	27	22	29	23	4	12	51
contig#30357	3	0	11	2	24	14	11	11	3	4	3	13
contig#30358	10	24	4	5	8	4	4	14	7	0	3	27
contig#30359	5	19	7	6	12	11	4	6	2	0	0	7
contig#3036	614	2285	1089	795	2441	462	795	1858	454	237	414	1909
contig#30360	2	3	3	2	48	0	2	18	0	1	8	14
contig#30361	149	390	142	217	307	180	171	129	99	55	31	184
contig#30362	6	28	15	18	38	14	9	35	5	5	4	23
contig#30363	33	48	27	50	71	27	30	61	12	10	38	49
contig#30364	1	35	6	0	15	0	1	12	3	0	0	27
contig#30365	19	58	29	32	67	8	21	87	13	9	23	74
contig#30366	6	8	4	5	10	11	11	7	7	2	2	7
contig#30367	24	103	119	22	150	135	159	102	155	98	30	76
contig#30368	11	29	10	4	37	6	5	39	2	3	8	32
contig#30369	4	9	2	5	5	0	4	3	2	4	5	3
contig#3037	38	18	14	32	40	13	30	18	22	7	16	17
contig#30370	44	65	48	41	83	28	61	54	36	18	30	46
contig#30371	2	39	18	6	44	12	10	26	3	2	2	26
contig#30372	1	2	4	1	1	0	1	3	0	0	0	4
contig#30373	5	7	8	0	2	0	0	11	1	0	2	9
contig#30374	24	93	35	11	129	32	40	103	56	27	21	88
contig#30376	14	31	18	31	27	21	20	9	16	20	8	9
contig#30377	1	21	13	1	13	2	4	8	1	3	0	10
contig#30378	5	3	5	15	11	3	5	5	6	6	3	4
contig#30379	17	41	28	10	55	6	14	53	10	2	12	49
contig#3038	20	278	127	22	133	15	19	81	11	6	18	203
contig#30380	19	112	39	18	99	20	17	83	17	8	17	77
contig#30381	3	26	16	7	20	4	4	13	2	0	1	11
contig#30382	13	20	21	18	29	9	19	3	10	3	12	15
contig#30384	7	67	28	6	47	5	5	26	6	0	2	45
contig#30385	39	85	56	70	93	46	42	64	35	15	27	78
contig#30386	24	30	12	34	58	21	34	38	19	9	9	22
contig#30387	9	2	4	14	8	5	8	2	2	1	2	5
contig#30388	7	9	6	6	12	2	1	6	2	2	2	6
contig#30389	45	59	62	57	106	34	65	63	30	15	36	61
contig#3039	4	24	17	7	21	4	1	18	2	0	0	27
contig#30390	19	62	24	19	46	24	12	7	15	5	8	37
contig#30391	4	50	45	6	49	11	13	50	8	4	5	47
contig#30392	38	298	99	111	135	560	6	5	87	14	5	72
contig#30394	21	35	19	26	43	12	17	33	33	11	11	16
contig#30395	12	112	42	6	75	11	4	72	12	0	4	99
contig#30396	13	9	5	6	10	6	10	4	9	3	4	3
contig#30397	18	19	21	26	32	5	21	24	4	6	10	18
contig#30398	2	5	4	3	9	5	4	8	2	2	0	7
contig#30399	13	129	37	11	83	10	12	72	18	1	2	101
contig#304	676	1266	515	812	1344	694	1043	762	629	419	539	830
contig#3040	569	1594	1057	802	1846	451	873	1162	511	128	277	1286
contig#30400	62	89	55	63	122	14	57	78	40	14	41	82
contig#30401	1	42	5	0	29	0	0	2	0	0	1	10
contig#30402	51	121	66	63	129	31	55	151	44	43	23	117
contig#30404	7	6	7	5	7	2	3	5	1	1	0	5
contig#30405	11	124	48	48	54	29	51	111	67	0	36	131
contig#30406	22	19	19	9	13	23	21	19	17	6	15	15
contig#30408	32	193	76	38	130	45	38	88	40	10	19	151
contig#30409	11	113	52	9	76	10	7	82	11	5	11	119
contig#3041	55	694	523	64	539	19	42	277	4	6	21	332
contig#30410	1	8	5	1	9	1	0	4	0	0	0	8
contig#30411	27	77	77	64	191	4	46	56	15	9	24	116
contig#30412	19	68	38	47	93	31	32	33	24	7	12	50
contig#30413	22	47	24	25	53	10	28	33	15	1	7	31
contig#30414	8	35	21	7	30	10	10	18	6	3	4	19
contig#30415	1	30	10	11	22	3	2	5	2	1	0	17
contig#30416	16	47	6	2	32	13	12	15	53	7	1	23
contig#30417	6	117	18	10	95	18	18	47	7	5	5	74
contig#30418	140	263	123	82	350	111	126	190	125	52	60	231
contig#30419	127	265	134	123	302	65	152	199	82	34	90	171
contig#3042	274	1375	1032	515	1765	256	415	1363	327	69	194	1184
contig#30420	6	7	8	4	8	4	6	3	7	1	1	0
contig#30421	11	1	21	2	3	0	1	2	1	3	2	1
contig#30422	7	9	6	8	1	5	5	5	6	3	11	6
contig#30423	1	35	29	2	35	15	4	23	12	3	4	25
contig#30424	20	165	53	36	131	41	44	91	33	12	20	80
contig#30425	3	27	11	6	13	6	5	8	5	0	4	16
contig#30426	8	38	11	10	38	8	9	47	11	5	6	44
contig#30427	9	29	12	19	23	5	7	20	12	3	2	16
contig#30428	88	83	50	124	83	65	79	45	68	24	35	37
contig#30429	30	44	22	34	65	20	43	34	27	10	10	17
contig#3043	23	41	25	34	56	10	18	27	12	9	4	38
contig#30431	12	57	32	20	40	12	10	29	14	5	1	32
contig#30433	3	3	4	4	3	7	1	4	0	0	3	0
contig#30434	1	32	10	0	14	2	0	5	0	0	0	5
contig#30435	14	45	11	17	24	3	6	30	10	0	9	39
contig#30436	35	71	31	19	74	26	33	28	35	19	18	63
contig#30437	3	48	31	9	32	1	1	19	0	0	2	18
contig#30438	4	6	5	6	6	1	3	13	0	0	2	8
contig#30439	19	100	45	7	11	6	26	15	8	0	0	28
contig#3044	19	180	83	9	149	0	7	108	3	3	6	139
contig#30440	25	27	28	40	31	14	35	10	11	5	18	25
contig#30441	11	12	6	8	15	10	10	16	8	5	2	12
contig#30443	10	13	20	24	13	15	20	11	8	7	4	8
contig#30444	36	13	7	34	14	14	31	8	8	8	21	5
contig#30446	19	16	14	15	49	6	18	35	6	1	12	21
contig#30447	4	10	2	8	8	12	4	2	11	0	2	3
contig#30448	17	8	9	14	15	6	9	10	3	4	4	3
contig#30449	98	67	39	91	116	52	65	43	35	26	52	54
contig#3045	88	319	125	138	235	86	128	191	92	23	61	206
contig#30450	53	79	50	66	128	24	72	123	31	17	29	67
contig#30451	9	15	11	5	51	3	19	11	12	4	3	16
contig#30452	9	0	2	9	1	0	2	6	4	2	3	7
contig#30453	14	23	14	1	26	6	10	31	19	1	4	35
contig#30454	2	11	11	3	9	1	0	18	2	0	0	24
contig#30455	45	17	15	27	31	7	32	34	20	7	10	15
contig#30456	13	17	21	9	28	10	19	26	11	7	7	17
contig#30457	92	83	39	121	114	65	112	69	46	23	47	43
contig#30458	2	51	12	1	8	26	5	16	19	0	2	30
contig#30459	6	30	8	16	28	7	11	18	7	5	9	21
contig#3046	916	19470	4542	1107	16105	4392	2934	9142	5320	1802	752	13277
contig#30460	3	41	41	5	34	7	3	24	4	1	11	35
contig#30461	11	56	19	17	49	16	20	37	11	7	8	48
contig#30463	5	28	23	3	29	6	5	21	8	1	3	22
contig#30464	1	15	2	4	5	2	0	1	0	2	2	1
contig#30465	3	26	8	8	13	0	4	15	3	1	2	17
contig#30466	2	19	8	2	17	2	3	10	2	0	1	18
contig#30468	4	41	18	16	52	9	11	35	10	5	3	43
contig#30469	22	116	45	23	138	68	16	79	43	14	9	88
contig#3047	471	3982	2285	706	3679	561	662	2403	566	192	339	3108
contig#30470	13	28	17	24	34	10	35	35	24	7	22	35
contig#30472	25	45	24	22	52	16	17	26	19	3	15	25
contig#30473	34	56	41	78	113	26	32	36	12	14	9	69
contig#30474	2	25	26	9	19	5	7	32	6	6	2	42
contig#30475	46	65	47	32	119	35	38	85	24	11	15	66
contig#30476	2	11	14	2	20	2	6	23	1	0	1	14
contig#30477	3	0	8	1	3	0	0	5	0	0	0	7
contig#30478	7	71	9	14	44	16	15	17	18	5	6	47
contig#30479	6	6	3	1	8	1	1	1	3	0	3	1
contig#3048	988	4064	2275	1140	3150	527	1491	1817	404	232	208	1684
contig#30480	35	12	39	12	6	6	7	12	7	6	5	15
contig#30481	41	193	51	111	202	92	116	97	60	14	38	94
contig#30482	3	9	1	1	8	0	0	1	1	0	0	11
contig#30483	45	136	82	71	174	28	54	137	56	17	43	112
contig#30485	15	3	10	3	5	1	8	9	4	1	11	2
contig#30486	11	84	36	17	79	10	14	60	17	4	4	63
contig#30487	105	78	102	126	85	35	162	38	27	16	22	44
contig#30488	87	75	46	77	102	38	80	55	45	19	49	50
contig#30489	11	70	42	19	87	4	12	76	12	5	2	51
contig#3049	9	84	7	2	20	48	18	70	6	5	4	736
contig#30490	29	197	59	56	202	44	22	146	60	23	27	138
contig#30491	23	67	40	5	18	6	1	9	9	1	33	34
contig#30492	4	21	25	0	5	0	0	10	3	0	2	6
contig#30493	106	169	68	139	192	62	164	129	68	28	57	112
contig#30494	10	16	11	12	27	7	12	24	4	4	0	7
contig#30495	25	104	36	34	101	17	24	56	31	4	6	64
contig#30497	6	120	28	4	175	10	1	47	11	3	1	350
contig#30499	1	12	5	2	10	3	1	9	3	0	1	9
contig#305	120	259	134	182	248	135	235	135	116	91	93	156
contig#3050	46	1039	487	78	874	43	37	663	52	3	36	1068
contig#30500	42	580	215	28	371	35	23	347	30	15	28	435
contig#30501	12	48	40	17	40	11	20	31	18	2	9	42
contig#30502	3	8	11	6	2	2	7	4	1	0	0	1
contig#30503	3	21	8	0	12	0	1	10	2	0	0	13
contig#30504	9	82	41	15	72	11	6	50	12	5	7	63
contig#30505	1	12	6	4	10	0	3	17	2	1	1	20
contig#30506	6	33	12	1	14	3	5	9	6	2	3	17
contig#30508	51	32	21	47	32	14	68	36	28	21	43	25
contig#30509	2	7	14	3	1	1	1	9	1	2	2	5
contig#3051	63	238	119	71	213	30	70	153	51	10	44	215
contig#30510	4	3	8	3	9	2	8	15	1	5	4	6
contig#30512	3	12	4	2	6	1	0	7	0	0	2	6
contig#30513	11	0	7	7	2	3	1	3	1	2	2	3
contig#30515	37	22	10	23	39	15	51	23	14	26	24	21
contig#30516	11	98	33	13	125	13	8	55	7	0	4	44
contig#30517	37	49	17	25	64	11	25	50	26	13	14	56
contig#30519	15	70	30	21	49	51	34	25	19	13	11	43
contig#3052	445	4001	1630	609	3521	597	571	1909	411	174	347	2869
contig#30521	23	214	96	33	207	34	28	165	30	6	25	228
contig#30522	9	23	14	11	42	1	10	13	7	3	5	10
contig#30523	19	115	61	34	56	69	5	34	23	2	0	56
contig#30524	5	7	2	0	9	0	1	14	0	1	0	5
contig#30525	15	28	17	7	43	8	14	31	17	3	3	39
contig#30526	64	229	117	56	171	30	38	137	44	11	22	100
contig#30527	15	56	34	20	55	19	26	33	24	2	16	35
contig#30528	37	191	44	29	96	18	42	94	35	14	19	146
contig#30529	21	104	44	17	105	18	19	72	46	8	14	89
contig#3053	944	4071	2108	1445	4733	1265	1676	2521	1304	609	995	2633
contig#30530	5	20	11	7	28	3	3	21	10	0	8	24
contig#30531	4	75	38	33	20	114	2	9	25	2	2	29
contig#30532	6	54	45	2	50	7	10	80	7	1	2	68
contig#30533	82	40	52	45	53	14	97	44	10	19	5	12
contig#30535	16	63	26	23	58	40	31	8	9	37	1	26
contig#30536	3	7	7	0	11	1	2	11	6	0	1	13
contig#30537	16	89	33	1	27	1	2	14	2	2	4	60
contig#30538	3	11	14	3	7	2	5	12	4	3	0	15
contig#30539	11	28	23	11	18	5	10	27	7	1	4	24
contig#3054	29	338	186	54	341	29	43	281	46	21	28	334
contig#30540	94	27	34	54	30	9	29	12	6	2	19	19
contig#30541	16	11	9	28	29	7	23	21	14	2	10	13
contig#30542	1	12	4	1	18	4	2	7	1	0	2	9
contig#30543	25	119	37	24	88	20	22	56	32	1	4	75
contig#30544	10	21	18	26	26	14	20	32	15	16	16	26
contig#30545	1	61	4	1	12	7	2	6	7	1	1	62
contig#30546	2	132	16	10	107	14	10	31	10	2	7	54
contig#30547	36	188	82	32	202	19	53	126	22	4	10	133
contig#30548	6	14	19	4	12	2	4	16	2	0	0	37
contig#30549	9	122	38	5	84	13	13	85	21	0	9	132
contig#3055	93	1638	1066	95	1801	180	159	1123	174	27	94	1226
contig#30550	30	38	13	50	39	32	43	30	13	18	29	20
contig#30551	5	12	3	6	6	4	1	5	3	0	0	5
contig#30552	82	1406	126	166	1129	216	142	586	213	56	29	735
contig#30553	8	24	10	16	20	5	9	30	4	3	8	22
contig#30554	162	104	59	177	188	74	186	91	55	60	103	78
contig#30556	3	1	4	0	2	0	2	2	2	1	0	3
contig#30557	22	48	9	18	28	18	11	15	40	0	9	22
contig#30558	4	116	28	17	73	17	13	26	3	0	6	56
contig#30559	1	142	27	9	37	24	2	14	13	0	1	114
contig#3056	134	214	162	169	275	105	186	188	100	69	109	185
contig#30560	11	24	14	27	44	10	28	29	15	2	14	16
contig#30561	25	30	33	40	6	135	7	5	33	1	3	30
contig#30562	1	11	4	0	10	0	0	1	0	0	0	10
contig#30563	2	5	11	0	10	1	0	7	1	0	4	7
contig#30564	41	18	14	24	25	7	29	16	9	4	33	10
contig#30565	3	16	10	2	23	1	1	15	2	2	1	11
contig#30566	1	7	7	1	21	5	8	6	6	0	0	2
contig#30567	2	12	11	2	5	1	4	8	1	0	3	6
contig#30568	59	93	27	59	77	54	67	60	87	18	42	61
contig#3057	275	624	290	268	674	176	304	477	238	85	123	540
contig#30571	2	27	1	0	14	8	4	7	5	1	2	14
contig#30572	31	113	49	60	165	47	69	91	24	24	29	87
contig#30573	1	20	7	4	6	1	0	1	2	0	0	11
contig#30575	4	3	4	11	6	1	7	4	7	1	5	0
contig#30576	28	36	21	34	65	28	23	50	15	11	5	34
contig#30577	22	149	55	21	107	7	11	63	16	4	2	107
contig#30578	12	148	64	14	121	12	12	65	17	3	4	100
contig#30579	11	35	12	6	34	20	12	18	24	5	6	50
contig#3058	76	630	395	84	525	69	77	395	77	37	56	525
contig#30580	1	7	3	5	4	4	0	7	0	0	0	5
contig#30581	10	65	64	10	59	11	33	35	7	1	16	110
contig#30582	1	39	13	8	26	4	2	9	0	2	2	15
contig#30583	65	169	60	82	163	103	125	105	91	55	64	90
contig#30584	20	28	22	31	37	22	46	17	9	9	19	11
contig#30586	15	2	3	5	20	6	5	15	7	16	6	2
contig#30587	6	19	3	3	10	11	4	1	1	2	2	7
contig#30588	2	10	4	2	7	4	5	2	1	0	0	3
contig#3059	373	113	151	140	164	80	159	81	173	47	239	63
contig#30590	16	33	20	21	37	9	19	15	13	7	11	21
contig#30591	7	65	19	13	38	11	9	21	4	1	4	33
contig#30592	4	35	10	7	17	0	2	6	0	0	0	3
contig#30593	24	119	61	26	161	24	23	104	24	7	12	98
contig#30594	3	6	8	0	9	4	0	5	3	0	0	7
contig#30595	10	29	2	20	18	6	10	11	10	1	4	14
contig#30598	43	12	10	29	28	18	24	27	30	18	26	3
contig#30599	29	21	31	12	50	12	17	17	13	6	7	28
contig#306	859	4508	1955	863	3776	703	644	2209	847	147	455	3346
contig#3060	283	714	399	358	703	203	506	542	327	101	181	549
contig#30600	1	77	38	3	40	6	2	23	1	0	4	49
contig#30601	14	18	8	10	30	5	10	14	10	4	2	15
contig#30602	19	99	99	27	97	43	24	48	34	2	10	94
contig#30603	9	6	17	8	13	6	6	23	6	4	8	4
contig#30605	23	0	7	18	3	1	15	4	8	12	21	0
contig#30606	3	11	12	5	20	3	4	12	7	0	1	11
contig#30607	22	32	30	18	39	10	16	42	10	5	9	45
contig#30608	2	75	22	10	43	35	8	23	15	5	2	30
contig#30609	3	29	21	3	24	0	1	26	4	4	2	29
contig#3061	22	287	121	34	200	11	27	148	16	6	15	273
contig#30610	1	16	8	0	14	0	0	7	3	1	0	26
contig#30611	4	45	5	0	1	1	0	19	0	0	3	19
contig#30612	3	5	4	3	8	2	6	11	2	0	3	6
contig#30613	1	37	12	4	23	15	7	21	10	10	1	29
contig#30615	7	3	1	6	1	3	4	0	6	0	1	1
contig#30617	38	152	94	62	134	24	48	99	47	6	31	96
contig#30619	2	0	8	12	11	0	2	0	2	0	3	5
contig#3062	35	446	197	48	444	32	38	381	36	9	40	390
contig#30620	13	108	51	6	85	5	9	50	11	3	6	83
contig#30621	4	27	13	0	37	5	2	21	5	1	1	33
contig#30622	3	34	27	0	59	4	4	22	1	0	0	15
contig#30623	2	4	2	0	2	0	4	6	0	0	1	12
contig#30624	10	110	31	9	89	18	9	76	9	6	5	67
contig#30626	21	72	44	21	69	22	29	41	22	4	12	40
contig#30627	4	29	18	16	27	3	4	34	5	3	1	14
contig#30628	23	67	28	43	58	18	31	44	20	5	24	40
contig#30629	9	5	9	5	13	4	3	2	3	0	2	22
contig#3063	515	1383	853	600	1258	348	581	881	434	236	341	959
contig#30630	46	52	35	37	96	35	65	49	31	17	37	66
contig#30631	9	28	3	3	53	5	10	27	5	0	4	34
contig#30632	1	9	9	13	7	7	6	10	6	1	7	10
contig#30633	5	44	13	6	13	10	4	1	4	2	5	76
contig#30634	13	67	24	19	74	31	39	48	18	20	7	42
contig#30635	36	45	54	44	54	15	62	39	12	15	33	38
contig#30637	12	19	30	31	101	3	56	103	3	3	150	59
contig#30638	8	48	27	8	33	12	11	17	10	4	2	18
contig#30640	4	73	65	8	55	3	8	44	12	4	14	41
contig#30641	6	38	6	5	6	2	0	7	3	2	1	7
contig#30642	8	14	10	4	9	5	5	8	8	0	3	7
contig#30644	5	114	30	3	77	6	0	17	4	0	2	76
contig#30645	15	2	4	17	3	3	6	2	0	6	6	3
contig#30646	38	164	49	113	234	63	70	150	54	22	25	161
contig#30647	7	91	73	9	92	13	9	78	34	1	22	62
contig#30648	53	56	28	59	58	22	50	63	39	6	27	29
contig#30649	5	1	1	12	8	3	3	0	2	0	1	11
contig#3065	166	936	485	255	885	246	309	653	283	136	131	652
contig#30650	9	25	8	12	33	7	19	19	11	3	8	18
contig#30651	2	20	18	2	19	0	10	15	1	0	4	10
contig#30652	48	43	18	33	95	24	59	82	40	32	40	19
contig#30653	11	44	44	6	31	6	10	61	11	7	12	27
contig#30654	6	44	27	9	33	3	8	49	6	1	0	60
contig#30655	72	439	160	29	384	43	65	254	74	17	27	367
contig#30656	49	131	82	123	150	68	88	144	57	17	57	75
contig#30657	15	101	47	21	53	28	11	30	17	4	7	46
contig#30658	10	5	6	7	12	3	8	6	2	0	6	7
contig#3066	123	403	272	91	388	63	122	318	83	47	93	454
contig#30660	71	153	37	43	51	85	105	41	118	19	34	77
contig#30661	4	9	5	2	0	0	0	0	0	1	0	16
contig#30662	13	89	50	12	48	9	12	69	10	4	4	33
contig#30664	26	25	16	24	27	10	19	21	18	11	7	16
contig#30665	5	7	5	7	3	1	2	0	0	2	0	0
contig#30666	58	17	15	45	31	24	29	13	37	19	25	14
contig#30667	6	28	15	9	41	7	9	45	4	2	7	40
contig#30669	3	20	17	1	23	3	6	17	3	0	1	25
contig#3067	251	3827	1388	499	2148	408	159	698	47	33	43	1340
contig#30670	2	5	6	2	6	1	0	2	0	0	1	4
contig#30671	4	21	13	8	27	2	1	17	7	0	6	26
contig#30672	28	39	26	44	45	26	41	35	15	8	12	36
contig#30674	81	47	44	68	76	18	56	38	25	30	58	36
contig#30675	8	11	12	2	3	0	0	0	1	0	6	7
contig#30676	20	161	47	13	186	18	14	143	20	2	12	158
contig#30677	2	0	5	1	2	3	1	3	0	0	0	2
contig#30678	2	67	27	4	61	2	2	54	1	0	6	48
contig#30679	10	50	34	9	73	10	11	35	8	2	13	68
contig#3068	286	648	876	338	674	196	385	417	179	105	227	487
contig#30680	4	46	23	4	57	10	3	30	3	0	0	38
contig#30681	2	8	16	18	18	1	9	4	1	0	1	10
contig#30682	3	2	4	1	2	3	5	6	2	1	2	1
contig#30683	13	32	19	11	39	9	6	26	3	6	3	20
contig#30684	1	21	14	0	33	13	4	9	9	1	6	21
contig#30686	3	11	11	4	28	2	3	15	7	2	3	12
contig#30687	9	6	8	12	14	6	11	16	18	9	5	12
contig#30689	7	13	11	20	20	11	10	6	13	6	1	7
contig#3069	269	4569	999	423	2362	1396	535	1146	1331	360	211	2777
contig#30691	12	23	6	15	23	10	18	21	6	1	16	17
contig#30692	5	53	12	5	40	5	5	31	6	0	2	25
contig#30693	5	32	20	9	27	23	0	7	7	3	1	15
contig#30694	22	20	24	12	35	11	20	23	8	4	9	11
contig#30695	15	215	27	1	24	12	1	56	2	0	19	112
contig#30696	14	15	13	16	25	17	26	28	27	5	6	6
contig#30697	2	8	9	0	8	0	0	2	1	0	0	8
contig#30698	52	57	56	59	71	33	54	55	39	13	39	39
contig#30699	17	61	34	10	66	3	4	49	7	3	6	59
contig#307	509	3567	2379	939	4235	398	747	3165	429	229	410	3612
contig#3070	10385	33318	8690	12125	12766	20079	4234	2451	17880	4770	702	21278
contig#30700	18	37	27	10	42	4	13	44	10	9	13	46
contig#30701	8	150	16	18	116	28	8	62	18	7	0	50
contig#30703	18	218	14	11	52	140	18	48	297	29	19	74
contig#30704	8	38	44	36	40	4	10	11	2	1	8	25
contig#30705	30	68	81	29	112	64	89	58	66	48	27	53
contig#30706	3	86	1	0	53	5	1	20	1	0	0	66
contig#30708	1	14	11	4	19	2	1	17	2	0	0	10
contig#30709	7	25	14	5	12	15	18	16	11	5	9	11
contig#3071	1517	6763	5000	1597	5613	1140	1649	4201	1038	453	931	5567
